id,n_in,mean_in,frac_neg_in,n_out,mean_out,frac_neg_out,spec_1,spec_2,spec_3,is_anomaly
4562,13.0,1.6153846153846154,0.0,12.0,2.0,0.0,-0.0005803117633387888,0.0003343872076904331,0.0003185673995548174,0
4569,7.0,1.0,0.14285714285714285,5.0,2.6,0.0,-0.0005911928619965727,0.0004477489016230783,0.00032274065764503935,0
4584,7.0,1.2857142857142858,0.0,10.0,0.9,0.1,-0.0005872206871899995,0.0004355408003934495,0.00032534236088561333,0
4592,18.0,-1.8333333333333333,0.3333333333333333,18.0,0.6111111111111112,0.16666666666666666,-0.0005826550973474311,0.0004317236456810076,0.0003280264357427132,1
4604,12.0,2.5,0.0,11.0,2.090909090909091,0.0,-0.0005967356358209557,0.00044563705957021587,0.00034396064185549994,0
4622,6.0,-2.6666666666666665,0.3333333333333333,5.0,-2.6,0.4,-0.0005911162997150773,0.0004454596321925161,0.0003319071389574594,1
4635,83.0,-1.3734939759036144,0.27710843373493976,63.0,0.9047619047619048,0.047619047619047616,-0.000586080827432368,0.0004289476622059914,0.000329802984172344,0
4638,6.0,0.0,0.3333333333333333,4.0,1.5,0.0,-0.0005974146671644615,0.0004505901182946235,0.00034546131389100865,1
4667,18.0,-5.5,0.6666666666666666,14.0,-3.4285714285714284,0.42857142857142855,-0.0005841178028855437,0.00045700183231632763,0.00030088493537474984,1
4677,17.0,-8.705882352941176,0.8823529411764706,0.0,0.0,0.0,-0.0005866538188956712,0.0004635272060698365,0.0003155090735014815,1
4683,33.0,-4.636363636363637,0.5151515151515151,11.0,-6.0,0.6363636363636364,-0.0005846912301827019,0.00045905504409799646,0.000302279748424045,1
4707,33.0,-3.515151515151515,0.48484848484848486,3.0,-10.0,1.0,-0.0005846888749900853,0.0004566961637920712,0.0003129218907414376,1
4709,12.0,1.1666666666666667,0.08333333333333333,12.0,1.4166666666666667,0.0,-0.0005931588770558462,0.00031681465124856837,0.0003402919322286954,0
4735,5.0,-0.8,0.4,3.0,-6.333333333333333,0.6666666666666666,-0.0006066191529656292,0.00047601035407377883,0.0003514567899647152,1
4753,10.0,2.1,0.0,6.0,2.8333333333333335,0.0,-0.0006656754558076658,0.0005561710997354835,0.0004522190084367166,0
4795,8.0,-0.5,0.25,8.0,1.0,0.0,-0.0005993788008378533,0.0004722744686722619,0.0003504096087261975,0
4851,6.0,1.0,0.0,6.0,1.0,0.0,-0.0006065469675791927,0.00047532709969856516,0.00036318637584606986,0
4852,10.0,1.9,0.0,6.0,2.1666666666666665,0.0,-0.0005810903549157719,0.0002596399020500078,0.00034589104373757717,0
4925,26.0,1.5,0.0,31.0,1.032258064516129,0.03225806451612903,-0.0005918860381438398,0.0004466108072640392,0.00033236157197434596,0
5027,8.0,-4.375,0.75,6.0,-1.1666666666666667,0.3333333333333333,-0.0006093800708807907,0.00047567985411050076,0.0003622475449702687,1
5029,5.0,4.2,0.0,5.0,3.2,0.0,-0.0006357258831959575,0.0005122261788255681,0.0004179686124413703,0
5103,6.0,0.0,0.16666666666666666,4.0,2.0,0.0,-0.0005893323396503382,0.0004006366665191823,0.0003239794467908454,0
5115,6.0,-5.0,0.6666666666666666,4.0,-1.75,0.25,-0.0005940295689404048,0.0004386769590432282,0.00033240973434570944,1
5157,13.0,1.9230769230769231,0.0,7.0,1.5714285714285714,0.0,-0.0005747577422423721,0.00046317091339058284,0.000306066870002775,0
5193,9.0,-7.555555555555555,0.7777777777777778,11.0,-4.363636363636363,0.6363636363636364,-0.0005999069862595775,0.0004684509869196639,0.0003444394043323888,1
5195,6.0,-3.5,0.6666666666666666,3.0,1.0,0.0,-0.0006001717214109488,0.00048165282513195804,0.00035607548452973336,1
5198,7.0,-6.857142857142857,0.7142857142857143,8.0,-7.25,0.75,-0.0006032818115380347,0.0004737402073968173,0.0003489165498981197,1
5259,8.0,3.0,0.0,7.0,3.7142857142857144,0.0,-0.0005806347698490449,0.00044215791080818076,0.0003307088175795568,0
5269,5.0,1.0,0.0,6.0,1.0,0.0,-0.0006460829466807706,0.0005439847906024659,0.0004204173314012349,0
5296,7.0,2.142857142857143,0.0,7.0,2.142857142857143,0.0,-0.0005954684864442502,0.00042096552518800195,0.00035386071904388905,0
5367,5.0,-4.0,0.6,2.0,1.0,0.0,-0.0006132302820857622,0.0005064162604731011,0.00037290724730438456,1
5466,5.0,1.0,0.0,5.0,1.0,0.0,-0.0005922275306737783,0.00044820247619356714,0.00033735959459135285,0
5479,7.0,-4.142857142857143,0.5714285714285714,4.0,-1.75,0.25,-0.0006111317819901202,0.0004936937736108626,0.00036345336944717594,1
5506,14.0,1.7142857142857142,0.0,30.0,1.0,0.0,-0.0005751910056799623,0.0004598347802538317,0.000284179513599108,0
5529,27.0,1.8888888888888888,0.0,28.0,1.7857142857142858,0.03571428571428571,-0.0005920119796800374,0.00043397529793070275,0.0003366248796026608,0
5614,5.0,2.0,0.0,6.0,0.8333333333333334,0.16666666666666666,-0.000583310581701693,0.00027199460576318404,0.00033222775125751685,0
5631,5.0,-1.2,0.2,6.0,1.0,0.0,-0.0007166558613910022,0.00067984449110686,0.0007477911589565397,0
5649,7.0,1.4285714285714286,0.14285714285714285,9.0,3.6666666666666665,0.0,-0.0006126508617470089,0.0004903930097326785,0.0003486997198887173,0
5655,6.0,-0.16666666666666666,0.16666666666666666,13.0,3.076923076923077,0.0,-0.0006042357940965516,0.0005097466929118683,0.0003623068566068569,0
5661,5.0,4.4,0.0,8.0,3.125,0.0,-0.0005691013290189812,0.00048780586310451506,0.0003171289987802332,0
5827,10.0,1.4,0.0,11.0,1.8181818181818181,0.0,-0.0005884490107573451,0.0004291762769131352,0.00033116634200355317,0
5949,5.0,3.4,0.0,5.0,3.0,0.0,-0.0006954142332217723,0.0006767118515827642,0.0005119233231969876,0
5969,6.0,1.0,0.0,3.0,1.3333333333333333,0.0,-0.000592156005569939,0.00042121245785258085,0.0003469901125998539,0
5983,10.0,2.5,0.0,10.0,2.7,0.0,-0.0005840992266472859,0.00032019233275553175,0.0003261520202057279,0
